Date,Loop,GPS_x,GPS_y,Latitude,Longitude,Location,Zebra species,Filename,Pin Number,Grass species,Green leaf,Brown leaf,Green stem,Brown stem,Seed,Max height,Forb species,Green forb,Brown forb,Forb height,Notes
6/7/21,"Section A, Loop 1",261226,52202,0.469251593,36.85550015,Loitoiporeki,PZ,DSCN2749,11,Micro k,,,,5,,3,,,,,
6/7/21,"Section A, Loop 1",261226,52202,0.469251593,36.85550015,Loitoiporeki,PZ,DSCN2749,12,Micro k,,,2,,1,,Inclingov,1,,,
6/7/21,"Section A, Loop 1",261226,52202,0.469251593,36.85550015,Loitoiporeki,PZ,DSCN2749,13,,,,,,,,,,,,
6/7/21,"Section A, Loop 1",261226,52202,0.469251593,36.85550015,Loitoiporeki,PZ,DSCN2749,14,Mk,,,,5,,3,,,,,
6/7/21,"Section A, Loop 1",261226,52202,0.469251593,36.85550015,Loitoiporeki,PZ,DSCN2749,15,,,,,,,,To conforn,6,1,,
6/7/21,"Section A, Loop 1",261226,52202,0.469251593,36.85550015,Loitoiporeki,PZ,DSCN2749,16,Cymbo,6,3,,,,11,,,,,
6/7/21,"Section A, Loop 1",261226,52202,0.469251593,36.85550015,Loitoiporeki,PZ,DSCN2749,17,Cymbo,4,,,1,,5,,,,,
6/7/21,"Section A, Loop 1",261226,52202,0.469251593,36.85550015,Loitoiporeki,PZ,DSCN2749,18,,,,,,,,Inclrol,3,,,
6/7/21,"Section A, Loop 1",261226,52202,0.469251593,36.85550015,Loitoiporeki,PZ,DSCN2749,19,,,,,,,,,,,,
6/7/21,"Section A, Loop 1",261226,52202,0.469251593,36.85550015,Loitoiporeki,PZ,DSCN2749,20,,,,,,,,,,,,
6/7/21,"Section A, Loop 1",261226,52202,0.469251593,36.85550015,Loitoiporeki,PZ,DSCN2749,21,Cymbo,,4,,1,,8,,,,,
6/7/21,"Section A, Loop 1",261226,52202,0.469251593,36.85550015,Loitoiporeki,PZ,DSCN2749,22,Cymbo,5,,,,,90,,,,,
6/7/21,"Section A, Loop 1",261226,52202,0.469251593,36.85550015,Loitoiporeki,PZ,DSCN2749,23,Both,,,,,2,40,,,,,
6/7/21,"Section A, Loop 1",261226,52202,0.469251593,36.85550015,Loitoiporeki,PZ,DSCN2749,24,,,,,,,,Inclrol,8,2,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,1,Dig,2,4,,,,7,,,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,2,Da,2,,,,,3,Unicn,1,5,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,2,Dig,3,,,,,25,,,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,3,Da,2,1,,,,,,,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,4,Dig,6,4,,3,,10,,,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,5,Ps,2,1,2,2,,20,,,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,6,Kl,,1,,1,1,8,,,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,7,,,,,,,,Holon,,1,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,8,,,,,,,,,,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,9,Dig,1,,1,,,5,Soronami,1,1,Solomani,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,9,,,,,,,,Condina b,1,1,Cumelinaz,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,10,,,,,,,,Inclroi,4,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,11,Mk,3,1,,,,6,Inclroi,3,1,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,12,Mk,,2,2,,,5,,,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,13,Dig,3,1,,,,10,,,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,14,,,,,,,,,,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,15,Ps,1,1,1,,,17,Inclroi,2,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,16,Ps,2,3,,7,,35,,,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,17,Ps,7,5,,4,,25,,,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,17,KI,1,2,1,,,25,,,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,18,Ps,7,2,4,,,35,Inclroi,6,2,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,19,Ps,3,2,1,,2,7,,,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,20,Ps,1,,2,4,,20,,,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,21,,,,,,,,,,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,22,Cp,,,1,,,4,,,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,23,Cp,1,,1,,,3,,,,,
6/7/21,"Section A, Loop 1",260934,52279,0.46994693,36.85287757,Mairoshi,GZ,DSCN2751,24,Cp,2,1,1,,,7,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,1,Cr,2,6,1,1,1,50,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,2,Cr,4,7,1,1,,8,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,3,Cp,3,1,1,,,10,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,4,Pm,6,2,3,1,,25,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,4,Cp,3,4,,1,,15,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,5,Cp,5,3,3,1,,10,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,6,Cp,2,3,1,1,,20,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,7,Cp,2,3,2,1,,10,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,8,Cp,3,,1,,,15,Inclroi,1,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,9,Cp,,3,1,1,,11,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,10,Cp,,1,3,,,9,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,11,Cp,2,4,2,1,,17,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,12,Cp,2,2,1,1,1,26,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,13,Cp,2,4,3,1,,16,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,14,,,,,,,,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,15,Cp,2,4,1,,1,19,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,16,Cp,3,,1,1,1,24,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,17,Cp,2,2,2,4,,22,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,18,Cp,,4,,3,,5,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,19,Cp,5,3,2,,,6,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,20,Cp,3,,1,,,7,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,21,Cp,1,,,,,10,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,22,Cp,3,3,1,,,15,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,23,Ps,5,2,1,1,,20,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,23,Cp,,1,1,1,,20,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,24,Pm,4,6,3,,,55,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,24,Panm,1,,3,,,10,,,,,
6/7/21,"Section A, Loop 1",258112,52097,0.46829357,36.82753472,Boundary Area,Ungrazed,DSCN2752,24,Cp,1,,2,,,12,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,1,Cn,1,2,,,,7,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,2,Cp,2,1,1,,,11,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,3,Cp,2,1,1,,,7,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,4,Cp,,1,2,,,13,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,5,Cn,,2,1,,,5,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,6,,,,,,,,Alternateron pangerus,1,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,7,Cn,2,1,1,,,7,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,8,,,,,,,,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,9,Cp,1,2,,,,17,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,10,Cp,2,1,,,,5,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,10,Cn,1,3,,,,11,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,11,Cp,3,2,,2,,4,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,12,Cp,3,2,,1,,9,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,13,Cp,3,2,,2,,12,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,14,Cp,2,,,,,3,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,15,Cp,2,2,,,,8,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,16,Cyperus,,4,,,,4,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,17,Cp,1,2,1,,,13,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,18,Cp,1,1,1,,,8,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,19,Cp,2,,,1,,6,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,20,,,,,,,,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,21,Cn,1,1,,,,3,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,22,Cp,1,,,,,5,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,23,,,,,,,,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,24,,,,,,,,,,,,
6/7/21,Loop 2,261919,52943,0.475952892,36.86172175,,GZ,DSCN2740,25,Cp,1,1,1,,,4,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,1,,,,,,,,Cider orata,1,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,2,Cp,2,2,,1,1,17,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,3,Cp,2,1,,1,,11,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,4,Cp,1,1,1,,,7,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,5,Cp,2,1,,2,,21,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,6,Cn,4,,1,,,12,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,7,Cn,2,7,,,,14,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,8,Cn,1,2,,,,10,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,9,Cyperus,,4,,,,3,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,9,Cn,,,1,1,,13,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,10,Cp,2,3,1,,,16,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,11,Cp,2,4,,,,13,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,12,Cp,,3,,,,7,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,13,Cn,,1,,1,,11,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,14,Cn,2,,,1,,16,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,15,Cn,7,4,,1,,16,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,16,Cn,1,4,,1,,9,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,17,Cn,2,2,,,,8,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,18,Cn,1,4,1,,,17,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,19,Cn,3,2,2,,,14,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,20,Cn,7,2,,,,22,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,21,Cn,2,1,1,,1,15,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,22,,,,,,,,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,23,,,,,,,,Solonum incanum,1,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,24,Cn,6,5,,,,11,,,,,
6/7/21,Loop 2,260446,55059,0.49507928,36.84848704,,Ungrazed,DSCN2741,25,Cn,,3,,,2,16,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,1,Cn,1,,1,1,,15,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,2,Cn,,2,,,,3,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,3,Cn,4,2,1,,,14,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,4,Cp,2,2,1,,,8,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,5,Cn,5,1,1,,,1,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,6,Cn,2,4,,,,10,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,7,Cn,3,7,,2,,13,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,8,Cn,2,2,,,,11,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,9,,,,,,,,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,10,Cp,1,2,,1,,12,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,11,,,,,,,,Balaria spino,1,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,12,Cn,,,,1,,3,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,13,Cn,2,,,,,12,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,14,Cn,,1,,1,,6,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,15,Cyperus,,2,,,,4,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,16,Cn,2,2,,,,9,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,17,Cn,2,2,1,,,13,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,18,,,,,,,,Hibiscus macrant,1,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,19,Cyperus,3,,,,,6,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,20,Cp,1,1,,1,,7,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,21,,,,,,,,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,22,,,,,,,,Schukri pinnata,1,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,23,Cp,2,2,,,1,14,,,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,24,,,,,,,,Indigotara erecta,1,,,
6/7/21,Loop 2,260604,55684,0.500730317,36.84990416,,Ungrazed,DSCN2742,25,Cp,2,2,,,,9,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,1,Cn,4,2,1,,,12,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,2,Cn,1,3,,,,7,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,3,Cn,2,,,,,10,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,4,Cn,2,3,2,,,14,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,5,Cn,6,1,1,,,15,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,6,Cyperus,,1,,,,2,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,7,Cn,2,1,,,,12,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,8,Cp,1,1,1,,,5,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,9,,,,,,,,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,10,,,,,,,,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,11,,,,,,,,Tigris tegres,1,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,12,,,,,,,,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,13,,,,,,,,Abutiion mauritianum,1,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,14,Cp,1,2,,,,7,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,15,Cp,1,2,,2,,13,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,16,Cn,2,1,,1,,9,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,17,Cp,,1,1,,,10,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,17,Cpy,3,0,0,,,4,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,18,Cp,,3,,,,9,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,19,,,,,,,,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,20,Cn,1,1,,2,,4,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,21,Cn,1,1,,1,,7,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,22,,,,,,,,Icyium,1,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,23,Cn,1,2,,2,,11,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,24,Cyperus,,1,,,,2,,,,,
6/7/21,Loop 2,260987,55549,0.499510933,36.85334418,,PZ_GZ,DSCN2743,25,Cn,,2,,,,12,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,1,Pm,2,4,4,,1,34,Indigo,1,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,2,Cymb,2,,,,,14,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,3,Pm,9,5,,4,,34,Comelling bugharisis,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,4,Dig,,1,,1,,7,Indigovera e,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,5,Cp,1,,1,1,,5,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,6,Dig,3,,,,,19,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,7,Cn,3,1,1,,,11,Oocycontium sinuatum,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,8,Ps,6,1,2,,,31,Commelina,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,9,Ps,2,,,,,27,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,10,Cp,,1,1,,,4,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,11,Cn,,1,,2,,6,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,12,Cyperus,,1,,,,11,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,13,Ps,1,4,1,1,,24,Indigo v,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,14,Ps,4,,1,,,26,,,,,
